Economic Sector,Status,Zipcode,Company,Job Title,Origin Country,Pay
Other Economic Sector,Denied,10018,RCM TECHNOLOGIES; INC.,Occupational Therapists,PHILIPPINES,none
Not Available,Denied,11375,V-SOLVE; INC.,Not Available,INDIA,none
Construction,Denied,11249,J & R WOODCRAFT INC,Management Analysts,POLAND,none
Not Available,Denied,10018,AOTEXTILE,Not Available,UNITED STATES OF AMERICA,none
Not Available,Denied,10018,RCM TECHNOLOGIES; INC.,Not Available,PHILIPPINES,none
Finance,Denied,10022,CERBERUS CAPITAL MANAGEMENT LP,Economists,CHINA,none
Not Available,Denied,10013,POTION DESIGN LLC,Not Available,ISRAEL,none
IT,Denied,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Computer Systems Analysts,INDIA,none
Educational Services,Denied,11201,ASA INSTITUTE OF BUSINESS & COMPUTER TECHNOLOGY,Biological Science Teachers; Postsecondary,PAKISTAN,none
Not Available,Denied,10004,PROFESSIONAL ACCESS LTD,Not Available,INDIA,none
Other Economic Sector,Denied,10018,AMERICAN ASIA EXPRESS CORP,Logisticians,TAIWAN,none
Hospitality,Denied,10013,9876 BOWERY REALTY CORP,Accountants,ISRAEL,none
Educational Services,Denied,10123,OLYMPIAD SCHOOL INC.,Instructional Coordinators,SOUTH KOREA,none
Educational Services,Denied,10025,NEW AMSTERDAM FENCING ACADEMY.; LLC,Coaches and Scouts,SOUTH KOREA,none
Educational Services,Denied,10123,OLYMPIAD SCHOOL INC.,Financial Analysts,SOUTH KOREA,none
Other Economic Sector,Denied,10018,RCM TECHNOLOGIES; INC.,Occupational Therapists,UNITED STATES OF AMERICA,none
Other Economic Sector,Denied,10018,RCM TECHNOLOGIES; INC.,Occupational Therapists,PHILIPPINES,none
Other Economic Sector,Denied,10018,RCM TECHNOLOGIES; INC.,Occupational Therapists,PHILIPPINES,none
Other Economic Sector,Denied,10018,RCM TECHNOLOGIES; INC.,Occupational Therapists,PHILIPPINES,none
Other Economic Sector,Denied,10018,RCM TECHNOLOGIES; INC.,Occupational Therapists,PHILIPPINES,none
Other Economic Sector,Denied,10176,JEAN MARTIN INC,Software Developers; Applications,INDIA,none
Advanced Mfg,Denied,11208,ULTRA FLEX PACKAGING CORP,Mechanical Engineers,ITALY,none
IT,Denied,10018,CRISP MEDIA; INC.,Computer Software Engineers; Systems Software,INDIA,none
IT,Denied,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Software Developers; Applications,INDIA,none
Other Economic Sector,Denied,10018,RCM TECHNOLOGIES; INC.,Occupational Therapists,PHILIPPINES,none
Construction,Denied,10001,TAOCON; INC.,Lay-Out Workers; Metal and Plastic,TRINIDAD AND TOBAGO,none
Finance,Denied,10105,FORTRESS INVESTMENT GROUP LLC,Financial Analysts,CANADA,none
Hospitality,Denied,10021,DELIZIA RESTAURANT CORP.,Cooks; Restaurant,ECUADOR,none
Other Economic Sector,Denied,10017,KRAINZ CREATIONS INC,Industrial Production Managers,SOUTH KOREA,none
Retail,Denied,11201,HERVE POUSSOT,Bakers,MEXICO,none
Health Care,Denied,11375,BILINGUALS INC.,Special Education Teachers; Preschool; Kindergarten; and Elementary School*,PERU,none
Other Economic Sector,Denied,10038,COMPLETE BODY DEVELOPMENT INC,Management Analysts,RUSSIA,none
Other Economic Sector,Denied,10018,LANCO APPAREL; LLC.,Graphic Designers,SOUTH KOREA,none
Other Economic Sector,Denied,11378,EVONIS INC. D/B/A MASPETH DRY CLEANER,Pressers; Textile; Garment; and Related Materials,MEXICO,none
IT,Denied,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Software Developers; Systems Software,INDIA,none
Other Economic Sector,Denied,11102,TITAN FOODS INC,Wholesale and Retail Buyers; Except Farm Products,GREECE,none
IT,Denied,11375,AMICUS SYSTEMS; INC,Computer Systems Analysts,INDIA,none
IT,Denied,10016,MPHASIS CORPORATION,Computer Software Engineers; Applications,INDIA,none
Hospitality,Denied,10011,THE RED CAT,Cooks; Restaurant,ECUADOR,none
Finance,Denied,10166,BARCLAYS BANK PLC,Credit Analysts,CHINA,none
IT,Denied,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Software Developers; Applications,INDIA,none
Other Economic Sector,Denied,11004,J&B VEGETABLES INC,Financial Analysts,INDIA,none
Other Economic Sector,Denied,10024,HERBERT RUDNICK,Personal Care Aides,PHILIPPINES,none
IT,Denied,11375,AMICUS SYSTEMS; INC,Software Developers; Applications,INDIA,none
Other Economic Sector,Denied,10128,ANTHONY BOURDAIN,Childcare Workers,PHILIPPINES,none
Other Economic Sector,Denied,10025,ROBERT MORARU,Childcare Workers,BRAZIL,none
Advanced Mfg,Denied,10036,R. GEMS; INC.,Jewelers and Precious Stone and Metal Workers,INDIA,none
Hospitality,Denied,10001,RUSSIAN NATIONAL GROUP,Commercial Divers,RUSSIA,none
Educational Services,Denied,11235,BROOKLYN AMITY SCHOOL,Secondary School Teachers; Except Special and Career/Technical Education,TURKEY,none
Other Economic Sector,Denied,10022,MCKINSEY & COMPANY; INC UNITED STATES,Management Analysts,NIGERIA,none
Finance,Denied,10005,ASSURANT; INC,Network and Computer Systems Administrators*,INDIA,none
Retail,Denied,11206,MARG PHARMACY ; INC,Pharmacists,INDIA,none
IT,Denied,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Software Developers; Applications,INDIA,none
Hospitality,Denied,10022,J.P.D.L. ENTERPRISES; INC. D/B/A MARKET COFFEE SH,Cooks; Restaurant,ECUADOR,none
Not Available,Denied,10090,C-BOSSOLINA CONSTRUCTION INC.,Not Available,PERU,none
Advanced Mfg,Denied,11101,CRISPY DELIGHT CORP.,Bakers,MEXICO,none
IT,Denied,10005,AXELON SERVICES CORPORATION,Software Developers; Applications,CHINA,none
Other Economic Sector,Denied,10022,MCKINSEY & COMPANY; INC UNITED STATES,Management Analysts,INDIA,none
IT,Denied,10038,SOFTPATH SYSTEMS; INC.,Software Developers; Applications,INDIA,none
Finance,Denied,10003,MULTIPLAN; INC,Computer and Information Research Scientists,INDIA,none
Other Economic Sector,Denied,10017,PRICEWATERHOUSECOOPERS,Operations Research Analysts,INDIA,none
Other Economic Sector,Denied,10017,CIPRIANI USA INC AND SUBSIDIARY,Chefs and Head Cooks,ITALY,none
IT,Denied,10038,SOFTPATH SYSTEMS; INC.,Software Developers; Applications,INDIA,none
IT,Denied,10005,AXELON SERVICES CORPORATION,Network and Computer Systems Administrators*,INDIA,none
Other Economic Sector,Denied,10128,HILARY AND BARRY NESS,Childcare Workers,PHILIPPINES,none
Hospitality,Denied,10065,IHMS LLC D/B/A THE PIERRE A TAJ HOTEL; NEW YORK,General and Operations Managers,GERMANY,none
IT,Denied,10038,SOFTPATH SYSTEMS; INC.,Network and Computer Systems Administrators*,INDIA,none
Construction,Denied,10023,BRUSCO CONTRACTING CORP,Stonemasons,MEXICO,none
Not Available,Denied,11101,VORDONIA CONTRACTING AND SUPPLIES CORP.,Maintenance and Repair Workers; General,ECUADOR,none
Other Economic Sector,Denied,10018,HASKELL JEWELS; LLC,Commercial and Industrial Designers,TAIWAN,none
Agribusiness,Denied,10034,PRIMOS LIVE POULTRY; INC.,Slaughterers and Meat Packers,DOMINICAN REPUBLIC,none
IT,Denied,11375,AMICUS SYSTEMS; INC,Computer Systems Analysts,INDIA,none
Other Economic Sector,Denied,10014,JOTO SAKE; LLC,Sales Representatives; Services; All Other,JAPAN,none
Finance,Denied,10016,BANCA IMI SECURITIES CORP,Financial Analysts,BRAZIL,none
Advanced Mfg,Denied,11366,LULUS VCT BAKERY CORP.,Bakers,UNITED STATES OF AMERICA,none
IT,Denied,10011,LIVESTREAM LLC,Computer and Information Research Scientists,UNITED KINGDOM,none
Hospitality,Denied,10305,1384 BAY STREET PUB D/B/A DANNY BLAINES RESTAURAN,Chefs and Head Cooks,MEXICO,none
Hospitality,Denied,10025,764 GOMEZ RESTAURANT CORPORATION,Cooks; Restaurant,MEXICO,none
Health Care,Denied,11372,ADA CLINICAL MANAGEMENT SERVICES; INC.,Secretaries and Administrative Assistants; Except Legal; Medical; and Executive,POLAND,none
IT,Denied,11375,AMICUS SYSTEMS; INC,Computer Systems Analysts,INDIA,none
Hospitality,Denied,10003,CRAFTSTEAK NYC; LLC DBA COLICCHIO & SONS,First-Line Supervisors of Food Preparation and Serving Workers,UNITED STATES OF AMERICA,none
IT,Denied,11375,AMICUS SYSTEMS; INC,Computer Systems Analysts,INDIA,none
IT,Denied,11375,AMICUS SYSTEMS; INC,Computer Systems Analysts,INDIA,none
Other Economic Sector,Denied,10017,YERUSHALMI BROTHERS DIAMONDS USA INC.,Wholesale and Retail Buyers; Except Farm Products,ISRAEL,none
Advanced Mfg,Denied,10016,SUN DECOR FABRICS,Commercial and Industrial Designers,COLOMBIA,none
Other Economic Sector,Denied,11415,DAG JEWISH DIRECTORIES; INC.,First-Line Supervisors of Office and Administrative Support Workers,ISRAEL,none
IT,Denied,10018,INFINITY INFO SYSTEMS CORP,Software Developers; Applications,INDIA,none
Advanced Mfg,Denied,11205,J.B. WOODCRAFT LLC,Fine Artists; Including Painters; Sculptors; and Illustrators,POLAND,none
Other Economic Sector,Denied,10010,WEIGHT WATCHERS INTERNATIONAL; INC.,Information Security Analysts; Web Developers; and Computer Network Architects,PAKISTAN,none
Other Economic Sector,Denied,10017,PRICEWATERHOUSECOOPERS,Accountants and Auditors,AUSTRALIA,none
Finance,Denied,10001,SAMWOO LLP,Accountants and Auditors,SOUTH KOREA,none
Not Available,Denied,11377,PROFESSIONAL PLACEEMENT & RECRUITMENT; INC.,Medical and Health Services Managers,SOUTH KOREA,none
Other Economic Sector,Denied,10011,CATCH-24 ADVERTISING & DESIGN,Software Developers; Applications,JAPAN,none
Transportation,Denied,11101,PARIS LIMOUSINE SERVICE CORPORATION,First-Line Supervisors/Managers of Transportation and Material-Moving Machine and Vehicle Operators,PAKISTAN,none
Other Economic Sector,Denied,10016,D-BUG INC.,Software Developers; Applications,NEPAL,none
Finance,Denied,10281,RBC CAPITAL MARKETS; LLC,Financial Analysts,FRANCE,none
Other Economic Sector,Denied,10002,ISACC CENTER,Adult Basic and Secondary Education and Literacy Teachers and Instructors,TAIWAN,none
Transportation,Denied,10018,MEDITERRANEAN SHIPPING COMPANY (USA) INC.,Transportation; Storage; and Distribution Managers,ITALY,none
IT,Denied,10004,AMTEX SYSTEMS; INC.,Software Developers; Applications,INDIA,none
IT,Denied,10004,AMTEX SYSTEMS; INC.,Computer Systems Analysts,INDIA,none
Finance,Denied,10005,SEIDEL & SHAW LLC,Financial Analysts,SOUTH AFRICA,none
Finance,Denied,10282,GOLDMAN SACHS & CO.,Financial Analysts,BAHAMAS,none
Finance,Denied,10010,CREDIT SUISSE SECURITIES (USA) LLC,Software Developers; Applications,INDIA,none
Other Economic Sector,Denied,11229,BRAINORAMA INC,Elementary School Teachers; Except Special Education,RUSSIA,none
Finance,Denied,10004,U.S. FINANCIAL INVESTMENTS; INC.,Financial Analysts,CHINA,none
Other Economic Sector,Denied,11421,IMPERIAL DECORATING; INC.,Upholsterers,MEXICO,none
Hospitality,Denied,11104,ARRIBA ARRIBA SUNNYSIDE; INC.,Chefs and Head Cooks,MEXICO,none
Other Economic Sector,Denied,10036,SWISSDIAM INTERNATIONAL LLC,Jewelers and Precious Stone and Metal Workers,SWITZERLAND,none
Not Available,Denied,10016,COLLECTIVE INC. D.B.A. COLLECTIVE MEDIA,Software Developers; Systems Software,INDIA,none
Construction,Denied,11203,FERRO ARTISTICO; INC. D/B/A VENEZIA IRON WORKS,Logisticians,PHILIPPINES,none
Other Economic Sector,Denied,11354,BILINGUAL SEIT & PRESCHOOL INC.,Special Education Teachers; Preschool; Kindergarten; and Elementary School*,HONG KONG,none
Hospitality,Denied,10001,PINE TREE HOUSE INC.,Cooks; Restaurant,SOUTH KOREA,none
IT,Denied,10036,NORTHPOINT SOLUTIONS,Software Developers; Applications,INDIA,none
Other Economic Sector,Denied,10018,MITCHELL/MARTIN INC,Software Developers; Applications,INDIA,none
Other Economic Sector,Denied,10001,SILVER PLANET INC.,Market Research Analysts and Marketing Specialists*,INDIA,none
Finance,Denied,10041,GFI BROKERS LLC,Securities; Commodities; and Financial Services Sales Agents,SPAIN,none
Finance,Denied,10001,M. A. MAHMOOD; CPA; PC,Accountants and Auditors,PAKISTAN,none
Educational Services,Denied,10029,NEW YORK CENTER FOR AUTISM CHARTER SCHOOL,Teachers and Instructors; All Other*,JAPAN,none
Construction,Denied,10016,ABR G.C.,Management Analysts,POLAND,none
Not Available,Denied,11416,JAIME RODRIGUEZ,Not Available,MEXICO,none
Other Economic Sector,Denied,10036,R.M USA INC.,Jewelers and Precious Stone and Metal Workers,INDIA,none
Health Care,Denied,11229,ALLCITY FAMILY HEALTHCARE CENTER; INC.,Architectural and Engineering Managers,EGYPT,none
Construction,Denied,11222,MARPAT CONSTRUCTION CORPORATION,Stonemasons,POLAND,none
Advanced Mfg,Denied,11354,DUNKIN DONUTS,Bakers,INDIA,none
Retail,Denied,11432,UNIVERSAL ELECTRONICS AND APPLIANCES,Database Administrators,EGYPT,none
Other Economic Sector,Denied,10021,SCHIFF; DAVID B.,Childcare Workers,PARAGUAY,none
Other Economic Sector,Denied,10018,LF USA INC.,Computer and Information Systems Managers,CHINA,none
Aerospace,Denied,10003,REYNALDO C. PREGO; P.E. CONSULTING ENGINEERS,Electrical Engineers,PHILIPPINES,none
Automotive,Denied,11385,AUTO GLEN COLLISION,Automotive Service Technicians and Mechanics,ECUADOR,none
Other Economic Sector,Denied,10001,GLOBAL WORKS GROUP LLC,Computer Systems Analysts,PAKISTAN,none
Other Economic Sector,Denied,10023,KERRY AISSA,Maids and Housekeeping Cleaners,PHILIPPINES,none
Other Economic Sector,Denied,10017,YUCO MANAGEMENT INC.,Property; Real Estate; and Community Association Managers,MALAYSIA,none
IT,Denied,10036,SYSTEC INTERNATIONAL INC,Software Developers; Systems Software,INDIA,none
IT,Denied,10014,EVERYDAY HEALTH INC,Software Developers; Applications,INDIA,none
Finance,Denied,10022,BANCO DO BRASIL S A,Securities; Commodities; and Financial Services Sales Agents,BRAZIL,none
Other Economic Sector,Denied,11432,EXCELLENT PEST CONTROL LLC,Pest Control Workers,INDIA,none
Not Available,Denied,11105,NEW YORK BEER CO.; LLC DBA JACOBS PICKLES,Marketing Managers,NEPAL,none
Finance,Denied,10036,S.W.I.F.T. PAN-AMERICAS; INC.,Computer and Information Systems Managers,NETHERLANDS,none
Health Care,Denied,11372,MENTAL HEALTH PROVIDERS OF WESTERN QUEENS; INC.,Mental Health and Substance Abuse Social Workers,PERU,none
Hospitality,Denied,11372,COAMEX RESTAURANT INC.,Cooks; Restaurant,MEXICO,none
Health Care,Denied,10017,MEMORIAL SLOAN-KETTERING CANCER CENTER,Software Developers; Applications; Non R & D (ACWIA Only),INDIA,none
Retail,Denied,11360,BAY BRIDGE SERVICE CENTER INC.,Food Service Managers,PHILIPPINES,none
Health Care,Denied,11374,ALLEN J. FISHMAN; M.D.; P.C.,Physicians and Surgeons; All Other,CANADA,none
Other Economic Sector,Denied,11356,SPA CASTLE INC.,Meeting; Convention; and Event Planners*,SOUTH KOREA,none
Other Economic Sector,Denied,10018,RCM TECHNOLOGIES; INC.,Occupational Therapists,PHILIPPINES,none
Other Economic Sector,Denied,10018,RCM TECHNOLOGIES; INC.,Occupational Therapists,PHILIPPINES,none
Other Economic Sector,Denied,10018,RCM TECHNOLOGIES; INC.,Occupational Therapists,PHILIPPINES,none
Finance,Denied,10282,GOLDMAN; SACHS & CO.,Financial Managers,CANADA,none
Not Available,Denied,10001,GLOBAL WORKS GROUP LLC,Marketing Managers,SPAIN,none
Other Economic Sector,Denied,10036,THOMSON REUTERS MARKETS LLC,Software Developers; Applications,INDIA,none
Not Available,Denied,11220,MARLIN REALTY INC.,Carpenters,URUGUAY,none
Finance,Denied,10022,COPAL PARTNERS U.S. INC.,Statisticians,CHINA,none
Construction,Denied,11101,L&M AIR INC,Civil Engineers,INDIA,none
Educational Services,Denied,10031,THE CITY COLLEGE OF NEW YORK,Philosophy and Religion Teachers; Postsecondary,PERU,none
Hospitality,Denied,11217,RAY RAY THAI INC. D/B/A NATIONAL,Cooks; Restaurant,THAILAND,none
Other Economic Sector,Denied,11214,LENOX IMPERIAL LLC,Maintenance and Repair Workers; General,MEXICO,none
Hospitality,Denied,11217,RAY RAY THAI INC. D/B/A NATIONAL,Cooks; Restaurant,THAILAND,none
Retail,Denied,10305,ARIEMMAS ITALIAN DELI,Cooks; Restaurant,MEXICO,none
Health Care,Denied,11230,HOME HEALTH CARE SERVICES OF NY INC.,Not Available,HUNGARY,none
Other Economic Sector,Denied,10014,PR NEWSWIRE ASSOCIATION LLC,Information Security Analysts; Web Developers; and Computer Network Architects,NEPAL,none
Health Care,Denied,11234,DOCTORS CARDIO-VASCULAR IMAGING; P.C.,Secretaries and Administrative Assistants; Except Legal; Medical; and Executive,ROMANIA,none
Other Economic Sector,Denied,11213,CHRIST LIFE MINISTRIES INC.,Secretaries and Administrative Assistants; Except Legal; Medical; and Executive,NIGERIA,none
Retail,Denied,11354,BREAD CAKE & COFFEE; INC.,Chefs and Head Cooks,ECUADOR,none
Not Available,Denied,11418,BEST COFFEE HOUSE; INC.,Cooks; Fast Food,MEXICO,none
Aerospace,Denied,10003,REYNALDO C. PREGO; P.E. CONSULTING ENGINEERS,Electrical Engineers,PHILIPPINES,none
Hospitality,Denied,10314,HASHMI ENT.; INC.,First-Line Supervisors of Food Preparation and Serving Workers,MEXICO,none
Hospitality,Denied,10016,GGS FOOD CORP D/B/A CURRY EXPRESS,Cooks; Restaurant,INDIA,none
Hospitality,Denied,10016,449 RESTAURANT; INC. DBA MOONSTRUCK ON THIRD RESTAURANT,Cooks; Restaurant,MEXICO,none
Construction,Denied,10075,MEA CONSTRUCTION INC,Construction Managers,GUATEMALA,none
Other Economic Sector,Denied,11101,MING PAO INVESTMENT (USA) L.P.,Reporters and Correspondents,CHINA,none
Other Economic Sector,Denied,11211,GRAND MANAGEMENT SERVICES; INC,Market Research Analysts and Marketing Specialists*,CHINA,none
Other Economic Sector,Denied,10016,EDPLUS LLC,Environmental Engineers,SOUTH KOREA,none
Aerospace,Denied,11101,VARDARIS TECH. INC.,Civil Engineers,CANADA,none
Advanced Mfg,Denied,10018,COCKPIT USA INC.,Accountants and Auditors,GERMANY,none
Construction,Denied,11367,FENSTE; INC.,First-Line Supervisors of Helpers; Laborers; and Material Movers; Hand,POLAND,none
Advanced Mfg,Denied,10018,COCKPIT USA INC.,Accountants and Auditors,GERMANY,none
Finance,Denied,10005,DEUTSCHE BANK,Computer Systems Analysts,INDIA,none
Not Available,Denied,10006,SYSCOM (USA) INC.,Not Available,JAPAN,none
Not Available,Denied,10006,SYSCOM (USA) INC.,Not Available,JAPAN,none
Not Available,Denied,10036,FIVE & ONE; INC. DBA FRANKIE & JOHNNIES RESTAURAN,Not Available,ECUADOR,none
Other Economic Sector,Withdrawn,11203,VICTORY ASSEMBLY,Self-Enrichment Education Teachers,GUYANA,none
Advanced Mfg,Withdrawn,10018,TAKEOUT INC,Fashion Designers,SOUTH KOREA,none
Finance,Withdrawn,10282,GOLDMAN; SACHS & CO.,Financial Analysts,INDIA,none
IT,Withdrawn,10016,MPHASIS CORPORATION,Computer Programmers,INDIA,none
Other Economic Sector,Withdrawn,10017,EXLSERVICE.COM; INC.,Accountants and Auditors,INDIA,none
Finance,Withdrawn,10167,SOCIETE GENERALE,Securities; Commodities; and Financial Services Sales Agents,FRANCE,none
Health Care,Withdrawn,11354,DOHYUNG KIM PHYSICAL THERAPY; P.C.,Medical and Health Services Managers,SOUTH KOREA,none
Other Economic Sector,Withdrawn,10039,SHELTERING ARMS DAY CARE/MORNING SIDE DAY CARE CEN,Preschool Teachers; Except Special Education,PHILIPPINES,none
IT,Withdrawn,10105,LAB49; INC.,Computer Software Engineers; Systems Software,INDIA,none
Finance,Withdrawn,10282,GOLDMAN; SACHS & CO.,Mathematicians,RUSSIA,none
Finance,Withdrawn,10282,GOLDMAN SACHS & CO.,Financial Analysts,CHINA,none
Other Economic Sector,Withdrawn,11101,THE KOREA TIMES NEW YORK INC,Not Available,SOUTH KOREA,none
Finance,Withdrawn,10282,GOLDMAN; SACHS & CO.,Securities; Commodities; and Financial Services Sales Agents,MEXICO,none
Finance,Withdrawn,10282,GOLDMAN; SACHS & CO.,Securities; Commodities; and Financial Services Sales Agents,CHILE,none
Aerospace,Withdrawn,10017,THE CANTOR SEINUK GROUP INC D/B/A WSP CANTOR SEINUK,Civil Engineers,ROMANIA,none
IT,Withdrawn,10007,VERIZON COMMUNICATIONS INC.; & ALL ITS SUBSIDIARIES & AFFILIATES,Software Developers; Systems Software,INDIA,none
